datetime,price,long_buy,long_sell,short_sell,short_buy
 2021-07-24 01:26:17,32123.67,,,,
 2021-07-24 01:26:24,32125.91,,,,
 2021-07-24 01:26:31,32127.69,,,,
 2021-07-24 01:26:37,32127.00,,,,
 2021-07-24 01:26:44,32126.11,,,,
 2021-07-24 01:26:50,32128.60,,,,
 2021-07-24 01:26:57,32137.16,,,,
 2021-07-24 01:27:04,32134.89,,,,
 2021-07-24 01:27:10,32128.10,,,,
 2021-07-24 01:27:17,32118.20,,,,
 2021-07-24 01:27:24,32126.41,,,,
 2021-07-24 01:27:31,32119.46,,,,
 2021-07-24 01:27:37,32122.25,,,,
 2021-07-24 01:27:44,32126.42,,,,
 2021-07-24 01:27:50,32115.00,,,,
 2021-07-24 01:27:57,32118.81,,,,
 2021-07-24 01:28:04,32110.01,,,,
 2021-07-24 01:28:10,32112.70,,,,
 2021-07-24 01:28:17,32110.11,,,,
 2021-07-24 01:28:23,32110.99,,,,
 2021-07-24 01:28:30,32110.01,,,,
 2021-07-24 01:28:37,32110.00,,,,
